booking_id,hotel_id,customer_id,full_name,email,phone_number,booking_date,checkin_date,checkout_date,room_type,room_rate,num_guests,booking_channel,booking_status,payment_status,payment_method,tax_amount,discount_amount,city,state,country
BKG004810,HTL036,CUST34579,geeta mishra,GEETA.MISHRA@OUTLOOK.COM,+91-68421 88882,06/09/2024,28-03-2025,01-04-2025,Exec,Rs 3257,2,OTA-MMT,CONFIRMED,paid,Debit Card,INR586.26,Rs 615.34,DELHI,NCT Delhi,India
BKG004811,HTL048,CUST10853,arjun sethi,arjunsethi@,+91-64483 32312,"June 16, 2024",07/04/2025,04/12/2025,STANDARD,1591,3,OTA-Agoda,CANCELLED,PAId,Net Banking,INR286.38, 212.92 ,Kolkota,west bengal,India
BKG004812,HTL034,CUST31769,kavya chatterjee,kavya.chatterjee@rediffmail.com,6834195090,2024-09-11,18/09/2024,"September 21, 2024",Sute, 5193 ,1,WALK IN,cnfrmd,Pai d,credit card, 934.74 ,Rs 160.26,Hyd,telangana,India
BKG004813,HTL012,CUST26987,Amit Kapoor,amitkapoor@,+91-94185 55212,28-01-2025,06/03/2025,03/20/2025,Executtive, 3500 ,6,WebSite,Confirm,Pai d,net banking,INR630.0,326,Bangalore,Karnatak,India
BKG004814,HTL027,CUST09850,  Pooja Iyer,pooja.iyer@yahoo.com,+918563974863,11 Jan 2024,2024-07-15,17/07/2024,delux,"""2575""",1,app,Confirmed,Paid,upi, 463.5 , 296.09 ,bengaluru,KARNATAKA,India
BKG004815,HTL020,CUST07900,  Asha Gupta,asha.gupta@outlook.com,6009514040,"May 24, 2023",24/01/2024,05/02/24,delux,2645.00,2,APP,Confirm,PENDING,U P I,476.10,139,Bangloree,Karnataka,India
BKG004816,HTL005,CUST28330,UMA KUMAR,,+916854314330,02-02-2024,18 Nov 2024,11/26/2024,Standard ,"1,660.00",4,app,Cncld,Pending,Wallt,298.80,N/A,Delhi,NCT Delhi,India
BKG004817,HTL031,CUST50471,Priya  Agarwal,priyaagarwal@,+91-76762 64708,08 Apr 2024,23-04-2024,"April 26, 2024",Deluxe,INR2922,3,OTA-Booking.com,Confirmed,paid,CASH,525.96, 44.09 ,dElhi,Delhi,India
BKG004818,HTL020,CUST13702,Vikram Shah  ,VIKRAM.SHAH@HOTMAIL.COM,,"February 13, 2024",11/05/2024,20/05/2024,Delux,"2,452.00",5,APP,Cncld,Faled,debit card, 441.36 ,"""425.02""",Kolkata,W Bengal,India
BKG004819,HTL038,CUST77402,  Divya Reddy,DIVYA.REDDY@GMAIL.COM,+916000740825,2025-03-04,04/08/2025,10/04/2025,Suites, 4943 ,6,Web Site,cncl,Pai d,Net Bankng, 889.74 ,667,Bangaluru,Karnatak,India
BKG004820,HTL026,CUST67362,KIRAN KHANNA,kiran.khanna@mail,INVALID,08/30/2024,2024-12-17,27/12/24,delux,2392,1,AGODA,CONFIRMED,paidd,Debit Card, 430.56 , 93.29 ,HYDERABAD,TELANGANA,India
BKG004821,HTL037,CUST40872,Tina Mehta,tina.mehta@rediffmail.com,,"March 16, 2025",2025-04-01,"April 10, 2025",Exec,"3,666.00",2,WEBSITE,Confirm,Pendig,net banking,INR659.88,"""55.21""",bengaluru,KARNATAKA,India
BKG004822,HTL029,CUST20185,Sanjay Chopra,sanjay.chopra@rediffmail.com,+91-79711 38105,27/07/24,"October 23, 2024",25 Oct 2024,  Deluxe,Rs 2948,2,OTA-Agoda,CONFIRMED,paidd,upi, 530.64 ,101.28,KOLKATA,West Bengal,India
BKG004823,HTL017,CUST13850,uma pillai,uma.pillai@hotmail.com,6205225498,09/24/2023,"April 24, 2024",30/04/2024,STD,1997.00,1,Web Site,Canceled,paidd,WALLET,INR359.46,"""51.87""",Delhi,NCT Delhi,India
BKG004824,HTL006,CUST28677,maya joshi,NA,N/A,07/08/2024,24/04/2025,05/05/25,delux,INR2265,1,Booking.com,CONFIRMED,paid,Debit Card,407.70,232.41,MUMBAI,Maharashtra,India
BKG004825,HTL007,CUST50539,Rekha Kumar  ,REKHA.KUMAR@REDIFFMAIL.COM,9218335635,30/10/2024,01/27/2025,29/01/2025,standard,INR1268,3,website,CONFIRMED,P A I D,Debitcard,"""228.24""",16.52,Mumbai,maharashtra,India
BKG004826,HTL003,CUST81328,Rekha Khanna  ,rekha.khanna@outlook.com,,"August 12, 2023",06/06/2024,16-06-2024,Standerd,1778,4,App,Confirmed,pending,Debit Card,320.04,326,Kolkata,West Bengal,India
BKG004827,HTL004,CUST52456,PRIYA SHARMA,priya.sharma@yahoo.com,7294-564-705,01/20/2024,17-08-2024,"August 19, 2024",STD,"1,889.00",4,OTA-Agoda,cnfrmd,Paid,Net Bankng,340.02,317.09,hyderabad,Telengana,India
BKG004828,HTL019,CUST36417,Suresh Joshi  ,sureshjoshi@,,20/11/23,01/09/24,09/14/2024,Delux,Rs 2936,6,AGODA,ns,failed,csh,528.48,Rs 503.59,Mumba,MAHARASHTRA,India
BKG004829,HTL002,CUST40259,Rajesh Khanna,RAJESH.KHANNA@YAHOO.COM,8301747684,26-05-2023,01/04/2024,"January 06, 2024",Deluxe,"""2435""",6,MakeMyTrip,Pndng,pendng,credit card,INR438.3,214,Mumbay,Maharastra,India
BKG004830,HTL005,CUST75661,sanjay singh,,+91-61941 15114,05/08/2024,09/03/2024,15/09/2024,dELuxE,"""2970""",5,OTA-Agoda,Confirm,paid,Wallet,534.6, 289.26 ,CHENNAI,TAMIL NADU,India
BKG004831,HTL049,CUST19306,Vikram Chopra  ,,9252789738,"March 30, 2024",15-11-2024,21/11/24,Standerd,1679.00,1,booking.com,Canceled,Pai d,wallet,302.22,23.92,Bombay,maharashtra,India
BKG004832,HTL007,CUST14048,  Kavya Mishra,kavya.mishra@hotmail.com,85112O6059,07 Aug 2024,15/09/2024,21/09/2024,DELUXE,Rs 2366,3,Walk In,no show,Paid,upi,425.88,"""346.56""",Delhi,DELHI,India
BKG004833,HTL033,CUST31532,VIKAS RAO,vikas.rao@gmail.com,9333323248,07/07/24,2024-11-14,17-11-2024,deluxe ,2914.00,3,OTA-Booking.com,CANCEL,Failed,Credit Card,524.52,432.67,Kolkata,WEST BENGAL,India
BKG004834,HTL017,CUST07551,Ravi Nair,RAVI.NAIR@GMAIL.COM,8865473713,16-08-2023,04 Feb 2024,16/02/24,delux,"""2540""",4,Agoda,CONFIRMED,PENDING,Upi,INR457.2,61.54,Bangloree,Karnatak,India
BKG004835,HTL044,CUST03747,SUNIL RAO,sunil.rao@hotmail.com,N/A,09/11/2023,"March 07, 2024",11 Mar 2024,Standerd, 1204 ,2,Website,Confirmed,PAId,WALLET,Rs 216.72,90.88,dElhi,delhi,India
BKG004836,HTL030,CUST69585,  Sarita Shah,,7326442953,"October 21, 2023","May 14, 2024","May 16, 2024",Standerd,"1,700.00",1,APP,pending,PENDING,credit card,INR306.0, 26.92 ,Bombay,Maharastra,India
BKG004837,HTL003,CUST34810,Priya Mukherjee,PRIYA.MUKHERJEE@HOTMAIL.COM,8206-505-652,29-09-2023,"April 07, 2024","April 15, 2024",dELuxE,"2,377.00",4,Booking.com,cnfrmd,Pai d,Net Bankng,Rs 427.86,INR65.23,Dehli,delhi,India
BKG004838,HTL003,CUST01378,Divya Patel,divya.patel@mail.com,,10/18/2024,04/04/2025,2025-04-12,deluxe ,"2,353.00",4,website,confirmed,paid,Cash,423, 152.37 ,Kolkata,WEST BENGAL,India
BKG004839,HTL038,CUST27796,SARITA BAJAJ,SARITA.BAJAJ@OUTLOOK.COM,8272455514,20/05/23,"February 01, 2024",04 Feb 2024,Standard,Rs 1257,3,Walk-in,confirmed,Paid,WALLET, 226.26 ,"""101.17""",Dilhi,DELHI,India
BKG004840,HTL040,CUST65824,LATA VERMA,lata.verma@gmail.com,9941851191,05/05/2024,01-12-2024,04/12/24,Exec,INR3235,6,app,cnfrmd,Paid,cash,INR582.3,INR222.01,Kolkata,WEST BENGAL,India
BKG004841,HTL009,CUST43744,Harish Nair,harish.nair@gmail.com,79390O6080,"April 20, 2024",09/11/2024,09/19/2024,Delux,2927.00,4,Walk In,CONFIRMED,Paid,wallet,526,452.13,Hyderabad,Telengana,India
BKG004842,HTL015,CUST04467,  Anil Iyer,ANIL.IYER@REDIFFMAIL.COM,+91-99744 25871,2024-11-08,17-01-2025,01/24/2025,suite ,"""4826""",6,website,no show,Pendig,NET BANKING,868.68,540.14,BENGALURU,KARNATAKA,India
BKG004843,HTL040,CUST06441,rekha joshi,rekhajoshi@,+91-89679 37825,16-05-2024,"November 22, 2024",23/11/24,Standard , 1583 ,1,Agoda,CONFIRMED,Paid,DEBIT CARD,INR284.94, 292.0 ,New Delhi,DELHI,India
BKG004844,HTL041,CUST55390,Mohan Mukherjee  ,,8227004910,09/02/24,"July 03, 2024",07/10/2024,delux,2909.00,5,booking.com,cnfrmd,PENDING,Net Banking,Rs 523.62,22.58,Delhi,delhi,India
BKG004845,HTL042,CUST24832,Mohan Sharma,mohansharma@,+919664651793,07-01-2024,15/06/2024,19/06/24,Standard , 1389 ,N/A,Walk-in,confirmed,PENDING,Cash, 250.02 , 28.81 ,Bengluru,KARNATAKA,India
BKG004846,HTL004,CUST77864,Suresh Das,suresh.das@gmail.com,8013943188,03/05/2024,09/13/2024,21-09-2024,dELuxE,INR2319,4,App,Confirmed,PAId,wallet,417.42,Rs 331.4,Bangaluru,Karnatak,India
BKG004847,HTL036,CUST79620,harish chatterjee,harish.chatterjee@mail.com,93533O2948,11 Jan 2024,11 Apr 2024,12-04-2024,Standerd,"""1722""",6,OTA-Booking.com,Confirm,PAId,Credit Card,309.96,203,Bengaluru,Karnataka,India
BKG004848,HTL045,CUST56829,  Naveen Shah,naveen.shah@outlook.com,99514O0718,12/04/2024,30/01/25,02/02/2025,Standerd,1200.00,2,walk-in,NoShow,Pai d,CREDIT CARD,216.00,203,Mumba,Maharashtra,India
BKG004849,HTL037,CUST00818,Rajesh  Reddy,,7325581805,"July 16, 2024",23 Sep 2024,26-09-2024,suite ,Rs 5416,1,WALK IN,NoShow,PAId,NET BANKING,974,INR398.19,Bengaluru,Karnatak,India
BKG004850,HTL044,CUST14560,deepak mehta,deepak..mehta@hotmail.com,N/A,01/11/24,2025-04-18,20/04/2025,suite ,INR5015,4,APP,N/S,PAID,Upi,INR902.7,N/A,Hyderabad,Telangana,India
BKG004851,HTL030,CUST06965,Rahul Rao  ,rahulrao@,+919757834066,2024-05-14,17/06/2024,20/06/2024,executive,3443,1,Mobile App,CONFIRMED,PAId,net banking,"""619.74""",533.0,Mumbay,MAHARASHTRA,India
BKG004852,HTL029,CUST75397,  Prakash Mishra,prakash.mishra@hotmail,7439-932-762,07/03/24,"June 20, 2024","June 22, 2024",STANDARD,"""1373""",1,Website,CANCEL,faild,U P I,"""247.14""","""197.06""",Hyd,TELANGANA,India
BKG004853,HTL021,CUST08631,  Lata Pandey,lata..pandey@gmail.com,9905095343,2024-02-11,08/16/2024,22/08/2024,dELuxE,"""2392""",null,makemytrip,Confirm,Paid,wallet,430.56, 285.38 ,HYDERABAD,Telengana,India
BKG004854,HTL044,CUST36106,Sarita  Tiwari,NA,6460-282-617,08/16/2024,"March 21, 2025",03/04/2025,Suite,5090.00,2,Walk In,Confirm,faild,wallet,916.2,520.64,HYDERABAD,Telangana,India
BKG004855,HTL049,CUST81294,  Suresh Iyer,suresh.iyer@rediffmail.com,+917268390849,14-04-2024,2024-12-26,"January 04, 2025",STANDARD,"1,205.00",2,booking.com,pending,PAID,debit card,Rs 216.9,115.14,Chenai,TamilNadu,India
BKG004856,HTL025,CUST53027,amit sethi,AMIT.SETHI@HOTMAIL.COM,+919065716456,05-04-2024,13-05-2024,18 May 2024,  Deluxe,2860,3,WEBSITE,CONFIRMED,Pndng,Wallet,514.80,217.53,Chenai,TamilNadu,India
BKG004857,HTL044,CUST13279,  Sanjay Roy,sanjay.roy@yahoo.com,,"April 30, 2024",2024-12-08,12/12/24,Standard, 1967 ,1,agoda,cnfrmd,PAID,CREDIT CARD, 354.06 ,INR234.02,Bengaluru,KARNATAKA,India
BKG004858,HTL037,CUST35163,  Sunita Dubey,NA,9786-683-823,20/02/24,"October 09, 2024",10/12/2024,  Deluxe,2874.00,6,OTA-Agoda,Pending,PAId,Upi,517, 173.64 ,Channai,Tamilnadu,India
BKG004859,HTL017,CUST22418,rajesh rao,rajeshrao@,+91-89207 17047,2023-11-22,24/07/2024,05 Aug 2024,standard,1354,5,OTA-Agoda,CANCELLED,P A I D,UPI,243.72,61.65,KOLKATA,W Bengal,India
BKG004860,HTL007,CUST45565,Rajesh Iyer,rajesh.iyer@hotmail.com,6602275036,09/15/2024,2024-10-22,11/04/2024,STD,INR1561,4,app,cnfrmd,PAID,WALLET,280.98, 99.2 ,Hyd,TELANGANA,India
BKG004861,HTL042,CUST78160,rajesh sethi,rajesh.sethi@gmail,9007-041-560,11/09/2024,05/12/2025,25 May 2025,Delux,Rs 2540,6,Agoda,confirmed,pendng,UPI, 457.2 ,Rs 121.64,Kolkata,west bengal,India
BKG004862,HTL010,CUST00408,Mohan  Mukherjee,mohanmukherjee@,+916998996952,17/08/23,01/31/2024,2024-02-02,Suite, 5293 ,1,App,No-show,Paid,Net Banking,INR952.74, 904.79 ,Delhi,DELHI,India
BKG004863,HTL030,CUST08246,Rohit Roy,,N/A,09/07/2024,21 Nov 2024,24-11-2024,DELUXE,INR2415,5,WebSite,cnfrmd,Pending,CREDIT CARD, 434.7 ,366.21,kolkatta,West Bengal,India
BKG004864,HTL031,CUST81543,MEERA SHAH,meerashah@,69545O4506,2024-07-09,28 Oct 2024,07/11/24,Standard ,1590.00,3,website,cnfrmd,FAILED,cash,286.20,18.90,Calcutta,West Bengal,India
BKG004865,HTL010,CUST40020,  Ravi Pillai,ravi.pillai@gmail.com,+91-61528 53716,11/25/2023,22-08-2024,05-09-2024,delux,"""2912""",6,AGODA,Confirmed,paid,Debitcard,524,278.34,dElhi,delhi,India
BKG004866,HTL016,CUST31277,vikram verma,vikram.verma@mail,6539354269,2024-08-09,18 Feb 2025,02/22/2025,Suites, 5007 ,2,Booking.com,Confirm,pending,upi,901.26,556.57,Bengluru,karnataka,India
BKG004867,HTL006,CUST09104,sanjay dubey,sanjay.dubey@yahoo.com,+916369579234,08-10-2023,"June 03, 2024",06/05/2024,delux,"2,325.00",5,walk-in,CONFIRMED,paid,upi,418.50, 61.57 ,BENGALURU,Karnatak,India
BKG004868,HTL029,CUST43537,Tina Verma  ,tina.verma@gmail.com,,13/08/2023,02 Jun 2024,05 Jun 2024,STD,1960.00,6,Website,CONFIRMED,Pendig,Debit Card, 352.8 ,INR313.99,Mumba,Maharashtra,India
BKG004869,HTL011,CUST18591,  Tina Kapoor,TINA.KAPOOR@GMAIL.COM,,"September 27, 2023",18/01/24,20 Jan 2024,STANDARD,Rs 1774,1,AGODA,Confirm,P A I D,Debit Card,Rs 319.32,282.21,Bombay,Maharashtra,India
BKG004870,HTL004,CUST62207,Rohit Rao,rohit.rao@outlook,6860-357-971,09/27/2024,06-01-2025,12/01/2025,dELuxE,2263,2,booking.com,Confirm,P A I D,Cash,407.34,,Mumbai,Maharashtra,India
BKG004871,HTL035,CUST02730,Meera Dubey,meera.dubey@yahoo,7635573095,"February 11, 2024",27 Mar 2024,10/04/2024,DELUXE,2390,2,BOOKING.COM,cnfrmd,paidd,Netbanking,430.20,437.07,bengaluru,karnataka,India
BKG004872,HTL007,CUST34582,  Rohit Gupta,rohit.gupta@hotmail.com,8096341589,19/12/24,28 Mar 2025,"March 29, 2025",Standard,null,5,makemytrip,Pendng,Paid,Netbanking,294.48,291,MUMBAI,Maharastra,India
BKG004873,HTL033,CUST22378,harish chatterjee,harish.chatterjee@rediffmail.com,86378O0109,13-10-2023,14/07/24,16-07-2024,delux,Rs 2616,5,Walk In,cnfrmd,PAId,DEBIT CARD, 470.88 ,149,mUMBAI,MAHARASHTRA,India
BKG004874,HTL038,CUST01276,ANIL CHOPRA,anil.chopra@mail,8420312652,29/11/2023,08 Apr 2024,13/04/24,Deluxe,2706,5,agoda,CONFIRMED,paidd,Cash,INR487.08,,kolkatta,WEST BENGAL,India
BKG004875,HTL039,CUST62106,Ravi  Reddy,ravi..reddy@mail.com,9475674384,08/10/2023,2024-05-10,2024-05-20,deluxe ,2841.00,6,Agoda,Confirmed,paidd,DEBIT CARD,N/A,61.14,chenai,TAMIL NADU,India
BKG004876,HTL042,CUST64004,suresh verma,SURESH.VERMA@REDIFFMAIL.COM,9600069411,08/01/24,06/08/2024,08/07/2024,DELUXE,"2,586.00",1,WebSite,cancel,P A I D,Debit Card,465.48,165.77,Kolkata,WEST BENGAL,India
BKG004877,HTL044,CUST61941,  Nisha Gupta,nisha.gupta@mail.com,62826O3049,12-07-2024,2024-11-20,11/27/2024,STANDARD,1756.00,6,booking.com,cancel,paid,Creditcard,"""316.08""", 335.3 ,CHENNAI,Tamil Nadu,India
BKG004878,HTL031,CUST00285,DIVYA IYER,divya..iyer@mail.com,86087O7351,"April 03, 2023",05/01/24,18/01/2024,Standard ,1408,5,WALK IN,pending,Pai d,Wallet,"""253.44""",81.87,mUMBAI,maharashtra,India
BKG004879,HTL021,CUST38098,Pooja Shah,pooja.shah@outlook.com,73944O0470,07/28/2024,"November 28, 2024",01/12/2024,STANDARD,INR1978,3,Website,cnfrmd,PAID,U P I,INR356.04,Rs 296.48,Hydrabad,telangana,India
BKG004880,HTL033,CUST68849,Priya  Pandey,priya.pandey@outlook.com,N/A,01-01-2024,2024-07-10,19 Jul 2024,Deluxe, 2910 ,4,booking.com,Pendng,Pending,DEBIT CARD,523,173.86,Mumbai,Maharastra,India
BKG004881,HTL020,CUST19213,RAJESH AGARWAL,rajesh.agarwal@mail.com,+91-93716 47362,"December 25, 2024","January 07, 2025",20-01-2025,STANDARD,1388,2,booking.com,confirmed,P A I D,NET BANKING,249.84,195,Kolkota,west bengal,India
BKG004882,HTL032,CUST13107,  Nisha Pandey,NISHA.PANDEY@OUTLOOK.COM,N/A,2024-10-23,11/14/2024,11/22/2024,dELuxE,"""2412""",4,Walk-in,cnfrmd,PENDING,CREDIT CARD,434.16,INR438.01,Bangloree,karnataka,India
BKG004883,HTL025,CUST43998,AMIT IYER,amit.iyer@mail,,10/01/2024,14/12/24,2024-12-18,deluxe ,2841,3,WALK IN,cnfrmd,paidd,WALLET,"""511.38""", 343.22 ,Bangalore,KARNATAKA,India
BKG004884,HTL006,CUST45978,SARITA MISHRA,sarita.mishra@mail,+91-65455 98818,18 May 2023,14 Feb 2024,15-02-2024,delux, 2762 ,3,App,Confirmed,pending,Debitcard,497.16,283.25,Bombay,Maharashtra,India
BKG004885,HTL032,CUST33731,Prakash  Chopra,prakash.chopra@mail.com,8649983507,21-07-2024,19/03/25,02/04/25,Standard,1211,2,BOOKING.COM,Confirmed,pendng,Net Banking,Rs 217.98,155.35,Dehli,DELHI,India
BKG004886,HTL003,CUST33232,  Vikram Nair,,INVALID,13 Jun 2024,16-01-2025,2025-01-30,deluxe ,2219,1,Website,no-show,P A I D,Crdit Card, 399.42 ,Rs 40.96,Hyd,TELANGANA,India
BKG004887,HTL044,CUST01778,Geeta Patel,geeta.patel@mail,99591O1936,20/09/24,2024-12-11,18-12-2024,Standerd, 1938 ,3,website,CANCEL,Pending,wallet,348,null,Mumbai,Maharashtra,India
BKG004888,HTL040,CUST39471,Rekha Agarwal  ,,INVALID,23/10/24,"March 05, 2025",2025-03-10,Sute,INR5111,5,Website,cnfrmd,Pendig,Netbanking,919,820.58,Kolkata,West Bengal,India
BKG004889,HTL048,CUST67874,suresh kapoor,NA,N/A,05/06/2024,05/13/2024,"May 24, 2024",delux,"""2311""",5,Mobile App,cncl,PAId,Cash,415.98,418.64,Hydrabad,Telengana,India
BKG004890,HTL029,CUST78086,KAVYA CHOPRA,kavya.chopra@rediffmail.com,N/A,"July 15, 2024",11 Jan 2025,22/01/2025,Standard ,1316,1,Agoda,cnfrmd,Pai d,Net Bankng,Rs 236.88,"""225.3""",Kolkota,west bengal,India
BKG004891,HTL035,CUST35382,Rajesh  Chopra,RAJESH.CHOPRA@HOTMAIL.COM,8562-596-230,12/20/2024,"April 26, 2025",03-05-2025,dELuxE,Rs 2456,2,AGODA,cncl,PAID,U P I, 442.08 ,91.95,Bangaluru,karnataka,India
BKG004892,HTL027,CUST83860,Harish  Kapoor,,+91-81892 42602,03/02/2024,10/28/2024,06-11-2024,SUITE,4860,2,App,NoShow,FAIL,Wallet,Rs 874.8,"""658.22""",Hyderabad,Telengana,India
BKG004893,HTL037,CUST06723,Harish Patel,harish..patel@mail.com,87501O1557,03/09/2024,2024-09-07,15/09/24,Suites,5209.00,N/A,booking.com,confirmed,failed,Debit Card,"""937.62""","""532.83""",hyderabad,telangana,India
BKG004894,HTL012,CUST18565,Priya Mishra,priya.mishra@mail.com,,31/10/23,02/23/2024,03/01/2024,Standard, 1841 ,1,Mobile App,no-show,PAID,Net Banking,331.38,336.55,Hyderabad,TELANGANA,India
BKG004895,HTL038,CUST04051,Maya  Joshi,mayajoshi@,,04/22/2024,05/08/2024,2024-05-22,  Deluxe,"""2872""",1,makemytrip,CONFIRMED,PAId,net banking,Rs 516.96,Rs 495.47,CHENNAI,Tamilnadu,India
BKG004896,HTL013,CUST56456,  Pooja Joshi,,INVALID,01/05/2024,17-02-2025,2025-02-23,Standard ,INR1484,3,Mobile App,CONFIRMED,P A I D,cash,INR267.12,144.90,Mumba,MAHARASHTRA,India
BKG004897,HTL008,CUST11702,Neha Shah,NA,7641-953-978,08/31/2023,15 Jan 2024,29/01/24,standard,INR1251,2,Mobile App,pending,PAID,Net Banking,225.18, 116.92 ,Hyd,Telangana,India
BKG004898,HTL005,CUST49517,Vikram  Das,NA,9855732862,15-09-2023,02/27/2024,08/03/24,Standerd,1557,5,MakeMyTrip,confirmed,Pndng,Debit Card, 280.26 ,INR198.82,Hyderabad,TELANGANA,India
BKG004899,HTL034,CUST35904,Mohan Das,mohandas@,68165O3289,14/04/2024,01/02/25,2025-02-02,dELuxE,2917.00,3,Walk In,cnfrmd,paidd,credit card,525.06, 111.55 ,Bengaluru,KARNATAKA,India
BKG004900,HTL020,CUST71424,Lata Iyer,NA,+916175069904,"March 14, 2024",07-04-2024,21-04-2024,suite,INR4841,6,agoda,Cncld,Faled,Net Banking,871.38,667.09,BENGALURU,karnataka,India
BKG004901,HTL049,CUST58887,Meera Joshi  ,meera.joshi@mail,,18/08/2023,02/06/2024,07-02-2024,Executtive,3360,null,Mobile App,Confirm,paidd,Crdit Card,Rs 604.8,Rs 505.12,Hyderabad,telangana,India
BKG004902,HTL005,CUST69063,Sarita Bajaj,sarita.bajaj@mail,N/A,31 Jul 2023,01/25/2024,"February 03, 2024",Standard ,"1,530.00",1,WEBSITE,no show,PENDING,Netbanking,,18.23,Channai,TAMIL NADU,India
BKG004903,HTL010,CUST45724,Ajay Shah  ,ajay.shah@hotmail.com,6428521168,30 Aug 2024,"January 28, 2025",01/02/25,Deluxe,2603,1,website,confirmed,P A I D,U P I, 468.54 ,"""209.95""",MUMBAI,Maharashtra,India
BKG004904,HTL017,CUST51253,KIRAN BAJAJ,kiran.bajaj@outlook,7211111699,15-03-2024,2024-04-14,21/04/24,delux,2364.00,3,makemytrip,cnfrmd,paidd,Net Bankng,425,INR400.99,CHENNAI,Tamilnadu,India
BKG004905,HTL049,CUST36209,TINA MALHOTRA,tinamalhotra@,N/A,07/10/2023,"May 28, 2024",01 Jun 2024,standard, 1643 ,2,Web Site,Pendng,PAID,wallet,295,"""10.78""",Bangaluru,KARNATAKA,India
BKG004906,HTL022,CUST05388,  Amit Gupta,amit.gupta@rediffmail.com,81584O8903,12/12/2023,2024-02-20,27-02-2024,Delux,2795,3,agoda,NoShow,Pendig,Wallet,,275.67,Calcutta,WEST BENGAL,India
BKG004907,HTL015,CUST44994,Sunita Das,sunitadas@,7460844222,2024-12-23,03/04/25,10/04/25,Standard,"""1573""",1,App,Cancelled,Faled,csh,Rs 283.14,Rs 261.33,Calcutta,WEST BENGAL,India
BKG004908,HTL035,CUST16117,  Naveen Sharma,naveen.sharma@hotmail.com,+91-85625 21976,"January 14, 2025",23/01/2025,30/01/2025,standard,"""1988""",2,MakeMyTrip,CONFIRMED,PAId,upi,357.84,34.49,Kolkata,W Bengal,India
BKG004909,HTL014,CUST59642,Uma  Nair,uma.nair@mail,INVALID,26 Aug 2024,21/12/24,31 Dec 2024,Deluxe,Rs 2908,6,BOOKING.COM,CANCELLED,PAID,wallet,INR523.44, 375.23 ,mUMBAI,Maharashtra,India
BKG004910,HTL046,CUST45482,Asha Singh,asha..singh@outlook.com,+916472272915,15-05-2024,"February 04, 2025",2025-02-13,Standard,,3,OTA-MMT,cancel,P A I D,Creditcard,INR352.44,Rs 282.68,mUMBAI,maharashtra,India
BKG004911,HTL033,CUST01093,Arjun Bose,arjunbose@,+91-86005 90724,2024-08-19,09 Dec 2024,16/12/2024,Deluxe,INR2714,3,AGODA,PENDING,PAId,WALLET, 488.52 ,null,Mumbai,maharashtra,India
BKG004912,HTL013,CUST19285,  Tina Shah,tinashah@,+91-70349 45053,24-02-2025,2025-05-08,14-05-2025,  Deluxe,"2,936.00",2,Agoda,Cncld,PAId,upi,INR528.48,N/A,Mumbai,Maharashtra,India
BKG004913,HTL015,CUST19691,swati pandey,swatipandey@,+91-71000 95097,"April 08, 2025","April 23, 2025",04-05-2025,deluxe , 2491 ,5,walk-in,CONFIRMED,paidd,csh,448.38,274.22,Mumbai,MAHARASHTRA,India
BKG004914,HTL041,CUST37983,Priya  Gupta,priyagupta@,7666338487,08 Dec 2024,14-03-2025,16-03-2025,SUITE,INR4959,,walkin,PENDING,paidd,Wallt,892.62,133.79,DELHI,DELHI,India
BKG004915,HTL002,CUST21314,Divya Roy,,+91-73804 26410,10/03/24,03/08/24,2024-08-09,Standard,"""1543""",5,Agoda,cnfrmd,Pai d,wallet,Rs 277.74,,Chenai,Tamil Nadu,India
BKG004916,HTL029,CUST37783,geeta roy,geeta.roy@mail,8793975799,19 Jul 2024,01/11/24,07 Nov 2024,Suites,5375,4,WEBSITE,NoShow,paid,net banking,967,null,BENGALURU,KARNATAKA,India
BKG004917,HTL019,CUST04829,Amit Chatterjee  ,amit..chatterjee@rediffmail.com,7607727517,2024-01-19,03/10/24,04/10/2024,Standard,"""1258""",2,WALK IN,Confirm,Paid,Wallt,226,234.13,Hyd,Telangana,India
BKG004918,HTL010,CUST00671,  Divya Pillai,divya..pillai@yahoo.com,,09 Oct 2023,2024-02-18,20/02/24,deluxe ,Rs 2888,3,agoda,Confirmed,paid,Crdit Card,519.84,182.67,New Delhi,Delhi,India
BKG004919,HTL019,CUST77736,Priya Khanna,NA,+91-76818 17351,2024-11-02,03/14/2025,"March 23, 2025",STANDARD,"1,428.00",2,Booking.com,Confirm,Paid,Netbanking,257,Rs 193.15,Bengaluru,karnataka,India
BKG004920,HTL020,CUST08002,Sarita  Chopra,sarita.chopra@rediffmail.com,+918093772920,12/21/2023,03-01-2024,01/14/2024,Standard,"""1353""",5,AGODA,Confirmed,paid,Debit Card,243.54, 56.5 ,Hydrabad,telangana,India
BKG004921,HTL002,CUST56404,  Deepak Gupta,DEEPAK.GUPTA@OUTLOOK.COM,N/A,18 Dec 2024,03 Feb 2025,"February 06, 2025",Suite,"""5070""",6,walkin,Pendng,PAID,CASH, 912.6 , 704.98 ,Hyd,Telengana,India
BKG004922,HTL018,CUST00085,Arjun Verma,,,08/13/2023,03/02/2024,10-02-2024,SUITE,5500.00,5,walkin,confirmed,pending,Debit Card, 990.0 ,168,Bangalore,karnataka,India
